"RAISON_SOCIALE";"SIRET";"SIREN";"NUM_TVA";"ADRESSE";"CODE_POSTAL";"VILLE";"PAYS";"TELEPHONE";"EMAIL_CONTACT";"SITE_WEB";"SECTEUR_ACTIVITE";"CHIFFRE_AFFAIRES";"DATE_CREATION";"ACTIF"
"Colin Services SARL";"85830290978820";"858302909";"FR89858302909";"132 Boulevard Haussmann";"69100";"Villeurbanne";"France";"+33 2 93 29 55 93";"contact@colin.fr";"https://www.colin.fr";"Agroalimentaire";"23028139.02";"2006-04-13";"True"
"Breton Solutions EURL";"52297775218940";"522977752";"FR75522977752";"124 Boulevard Voltaire";"93200";"Saint-Denis";"France";"+33 4 87 94 33 83";"contact@breton.fr";"https://www.breton.fr";"Tourisme";"38792360.13";"2023-07-27";"True"
"Caron Partners SA";"72354841855625";"723548418";"FR24723548418";"104 Boulevard Haussmann";"14000";"Caen";"France";"+33 1 13 30 39 22";"contact@caron.fr";"https://www.caron.fr";"Santé";"25021751.83";"2021-05-15";"True"
"Martinez Industries GIE";"21320654332806";"213206543";"FR89213206543";"99 Rue Victor Hugo";"06400";"Cannes";"France";"+33 4 18 17 88 42";"contact@martinez.fr";"https://www.martinez.fr";"Santé";"1967171.92";"2003-04-09";"True"
"Fontaine & Associés SCI";"28690327952094";"286903279";"FR40286903279";"116 Boulevard Voltaire";"69001";"Lyon";"France";"+33 2 91 83 81 35";"contact@fontaine.fr";"https://www.fontaine.fr";"Télécommunications";"12699497.62";"2019-08-17";"True"
"François Conseil SARL";"56607160779275";"566071607";"FR40566071607";"23 Avenue Foch";"67000";"Strasbourg";"France";"+33 1 90 95 22 36";"contact@françois.fr";"https://www.françois.fr";"Banque & Finance";"40519441.48";"2000-03-26";"True"
"Boyer Consulting SCI";"17727195654657";"177271956";"FR91177271956";"136 Rue Pasteur";"34000";"Montpellier";"France";"+33 2 36 83 70 74";"contact@boyer.fr";"https://www.boyer.fr";"Automobile";"17888611.11";"2006-03-08";"True"
"Renard Group SASU";"17609352784599";"176093527";"FR66176093527";"33 Avenue de Verdun";"13008";"Marseille";"France";"+33 5 48 22 25 73";"contact@renard.fr";"https://www.renard.fr";"Distribution";"2668802.54";"2014-11-04";"True"
"Henry Solutions GIE";"51921716156911";"519217161";"FR81519217161";"41 Rue Lafayette";"13001";"Marseille";"France";"+33 1 78 83 40 76";"contact@henry.fr";"https://www.henry.fr";"Tourisme";"15680742.17";"2002-07-17";"True"
"Garcia Digital SCI";"38245108195620";"382451081";"FR07382451081";"9 Avenue Jean Jaurès";"75008";"Paris";"France";"+33 4 43 35 52 17";"contact@garcia.fr";"https://www.garcia.fr";"Industrie";"10291242.06";"2014-10-14";"False"
"Lacroix Industries SAS";"62995077219556";"629950772";"FR67629950772";"10 Rue Nationale";"68100";"Mulhouse";"France";"+33 1 63 86 88 20";"contact@lacroix.fr";"https://www.lacroix.fr";"Médias";"23990697.1";"2005-10-22";"True"
"Richard & Associés SAS";"63321666476532";"633216664";"FR64633216664";"90 Rue du Commerce";"59000";"Lille";"France";"+33 4 48 39 12 17";"contact@richard.fr";"https://www.richard.fr";"Technologie";"38703300.81";"2008-10-19";"True"
"Chevalier & Associés EURL";"69323801973199";"693238019";"FR22693238019";"100 Rue Victor Hugo";"75020";"Paris";"France";"+33 4 99 26 65 99";"contact@chevalier.fr";"https://www.chevalier.fr";"Conseil";"27522291.71";"2005-03-08";"True"
"Philippe Services SA";"30792541554974";"307925415";"FR55307925415";"15 Rue de la République";"29200";"Brest";"France";"+33 2 21 85 11 39";"contact@philippe.fr";"https://www.philippe.fr";"Conseil";"37399036.9";"2024-01-20";"True"
"Bernard Industries GIE";"97254611317455";"972546113";"FR86972546113";"15 Rue de Rivoli";"13001";"Marseille";"France";"+33 4 33 46 15 50";"contact@bernard.fr";"https://www.bernard.fr";"Automobile";"30160559.08";"2010-12-15";"False"
"Bertrand Group SCI";"61400167796190";"614001677";"FR69614001677";"20 Boulevard Haussmann";"69003";"Lyon";"France";"+33 3 79 36 73 55";"contact@bertrand.fr";"https://www.bertrand.fr";"Distribution";"22232737.7";"2013-07-30";"False"
"Lecomte Solutions SCI";"80184476242008";"801844762";"FR64801844762";"69 Avenue Jean Jaurès";"25000";"Besançon";"France";"+33 5 74 23 16 54";"contact@lecomte.fr";"https://www.lecomte.fr";"Conseil";"35304533.59";"2021-10-23";"True"
"Lambert Consulting SARL";"34753606549968";"347536065";"FR21347536065";"142 Avenue Victor Hugo";"06600";"Antibes";"France";"+33 1 57 28 14 40";"contact@lambert.fr";"https://www.lambert.fr";"BTP";"32530413.51";"2020-05-09";"False"
"Dubois & Associés SASU";"39023088746433";"390230887";"FR61390230887";"99 Rue Lafayette";"14000";"Caen";"France";"+33 1 17 45 88 59";"contact@dubois.fr";"https://www.dubois.fr";"Éducation";"1040539.04";"2017-02-28";"True"
"Richard Industries SARL";"50729924234173";"507299242";"FR39507299242";"111 Rue des Écoles";"84000";"Avignon";"France";"+33 1 94 49 14 79";"contact@richard.fr";"https://www.richard.fr";"Automobile";"46867472.07";"2015-01-30";"False"
"Rousseau Partners GIE";"33251251113584";"332512511";"FR21332512511";"112 Boulevard de la Marne";"21000";"Dijon";"France";"+33 4 17 23 80 59";"contact@rousseau.fr";"https://www.rousseau.fr";"Transport";"42939853.23";"2023-12-27";"True"
"Charpentier Partners EURL";"92572072578014";"925720725";"FR01925720725";"42 Boulevard Voltaire";"51100";"Reims";"France";"+33 4 40 26 11 45";"contact@charpentier.fr";"https://www.charpentier.fr";"Immobilier";"4368289.68";"2011-03-18";"True"
"Henry Partners SA";"52369982115060";"523699821";"FR78523699821";"71 Rue Nationale";"95100";"Argenteuil";"France";"+33 3 94 42 93 87";"contact@henry.fr";"https://www.henry.fr";"Technologie";"6302890.0";"2014-05-26";"True"
"André Digital SASU";"11853996667659";"118539966";"FR62118539966";"120 Avenue des Champs-Élysées";"75001";"Paris";"France";"+33 3 71 91 81 37";"contact@andre.fr";"https://www.andre.fr";"Conseil";"3023383.32";"2003-07-27";"True"
"Philippe Services SCI";"16876616967729";"168766169";"FR35168766169";"67 Rue Victor Hugo";"34000";"Montpellier";"France";"+33 3 43 73 26 39";"contact@philippe.fr";"https://www.philippe.fr";"Énergie";"7430399.09";"2002-03-23";"True"
"Boulanger Conseil SAS";"83491334276416";"834913342";"FR24834913342";"149 Avenue Jean Jaurès";"37000";"Tours";"France";"+33 1 80 39 17 43";"contact@boulanger.fr";"https://www.boulanger.fr";"Immobilier";"904296.88";"2015-11-07";"True"
"Richard Industries SCI";"47551935324308";"475519353";"FR23475519353";"130 Avenue de la Liberté";"13001";"Marseille";"France";"+33 1 75 19 40 36";"contact@richard.fr";"https://www.richard.fr";"Agroalimentaire";"28561258.09";"2018-08-29";"True"
"Picard Conseil SA";"12651562452800";"126515624";"FR46126515624";"93 Avenue Jean Jaurès";"54000";"Nancy";"France";"+33 4 93 57 70 47";"contact@picard.fr";"https://www.picard.fr";"Technologie";"8099609.68";"2001-12-31";"True"
"Fournier & Associés SCI";"21406585289827";"214065852";"FR47214065852";"81 Boulevard Gambetta";"33000";"Bordeaux";"France";"+33 5 84 54 37 58";"contact@fournier.fr";"https://www.fournier.fr";"Banque & Finance";"32887260.68";"2006-09-24";"True"
"Boulanger Technologies SAS";"34114202384108";"341142023";"FR33341142023";"148 Impasse des Lilas";"66000";"Perpignan";"France";"+33 5 63 78 25 77";"contact@boulanger.fr";"https://www.boulanger.fr";"Banque & Finance";"30394390.31";"2023-07-11";"True"
"Perrin Industries SA";"99765776785398";"997657767";"FR95997657767";"63 Avenue Jean Jaurès";"76600";"Le Havre";"France";"+33 2 56 39 68 50";"contact@perrin.fr";"https://www.perrin.fr";"Santé";"34684349.33";"2019-12-18";"True"
"Boyer Technologies SA";"47794059883460";"477940598";"FR10477940598";"20 Rue Pierre Curie";"66000";"Perpignan";"France";"+33 3 93 71 87 39";"contact@boyer.fr";"https://www.boyer.fr";"BTP";"39336576.67";"2010-04-22";"True"
"Bertrand Industries SCI";"93370498163427";"933704981";"FR74933704981";"150 Allée des Tilleuls";"86000";"Poitiers";"France";"+33 2 87 43 46 53";"contact@bertrand.fr";"https://www.bertrand.fr";"Agroalimentaire";"5986404.72";"2018-04-28";"True"
"Vincent Digital SCI";"77928103335965";"779281033";"FR36779281033";"117 Rue de la Paix";"34000";"Montpellier";"France";"+33 2 25 63 43 80";"contact@vincent.fr";"https://www.vincent.fr";"Éducation";"37168414.22";"2005-09-01";"True"
"Lemaire Conseil SAS";"17839894627351";"178398946";"FR29178398946";"136 Rue Pierre Curie";"66000";"Perpignan";"France";"+33 4 64 55 26 61";"contact@lemaire.fr";"https://www.lemaire.fr";"Médias";"12147601.87";"2013-02-27";"True"
"Clément Partners SCI";"76210098624125";"762100986";"FR69762100986";"12 Boulevard Haussmann";"06400";"Cannes";"France";"+33 3 67 62 90 67";"contact@clement.fr";"https://www.clement.fr";"Conseil";"14535627.97";"2021-05-26";"True"
"Noel Partners SARL";"98058218276764";"980582182";"FR10980582182";"39 Rue Jean Moulin";"13008";"Marseille";"France";"+33 1 85 85 57 96";"contact@noel.fr";"https://www.noel.fr";"BTP";"19030791.59";"2019-09-03";"True"
"Berger Solutions SCI";"93000922122700";"930009221";"FR88930009221";"77 Rue Pasteur";"59000";"Lille";"France";"+33 3 16 82 76 77";"contact@berger.fr";"https://www.berger.fr";"Tourisme";"42218864.82";"2019-02-20";"True"
"Robin Conseil SA";"25375613615496";"253756136";"FR04253756136";"54 Rue du Commerce";"06600";"Antibes";"France";"+33 5 45 83 88 50";"contact@robin.fr";"https://www.robin.fr";"Santé";"17432546.19";"2007-06-06";"True"
"Guérin Digital SASU";"34012449432193";"340124494";"FR36340124494";"67 Rue de la Gare";"76600";"Le Havre";"France";"+33 1 39 95 45 28";"contact@guerin.fr";"https://www.guerin.fr";"Santé";"10421471.29";"2022-10-26";"True"
"Thomas & Associés SCI";"67963777880505";"679637778";"FR21679637778";"2 Rue Pasteur";"67000";"Strasbourg";"France";"+33 1 57 36 46 83";"contact@thomas.fr";"https://www.thomas.fr";"Conseil";"36631261.98";"2023-05-14";"True"
"Brunet Technologies SA";"86906855325720";"869068553";"FR95869068553";"111 Rue Pasteur";"37000";"Tours";"France";"+33 3 21 27 45 95";"contact@brunet.fr";"https://www.brunet.fr";"Santé";"48425134.75";"2003-07-19";"True"
"François Technologies EURL";"45123782530542";"451237825";"FR14451237825";"86 Place de la Bastille";"66000";"Perpignan";"France";"+33 4 90 75 96 19";"contact@françois.fr";"https://www.françois.fr";"Agroalimentaire";"44624398.2";"2001-09-20";"True"
"Delmas Consulting GIE";"44094223734955";"440942237";"FR87440942237";"10 Impasse des Lilas";"76000";"Rouen";"France";"+33 1 41 27 85 58";"contact@delmas.fr";"https://www.delmas.fr";"Distribution";"33700046.79";"2011-11-25";"True"
"Deschamps Conseil GIE";"88765478875106";"887654788";"FR96887654788";"34 Avenue Victor Hugo";"76600";"Le Havre";"France";"+33 1 76 37 10 65";"contact@deschamps.fr";"https://www.deschamps.fr";"Assurance";"24585488.48";"2009-05-09";"True"
"Robert Solutions SASU";"75860985059845";"758609850";"FR42758609850";"150 Rue de la République";"93100";"Montreuil";"France";"+33 3 71 77 94 33";"contact@robert.fr";"https://www.robert.fr";"Transport";"42050523.38";"2013-02-07";"True"
"Deschamps Group GIE";"74192807456809";"741928074";"FR21741928074";"124 Rue Lafayette";"45000";"Orléans";"France";"+33 1 38 24 46 63";"contact@deschamps.fr";"https://www.deschamps.fr";"BTP";"16337312.61";"2019-01-21";"True"
"Schmitt Technologies SA";"47320964962178";"473209649";"FR09473209649";"33 Rue Victor Hugo";"17000";"La Rochelle";"France";"+33 4 72 86 62 97";"contact@schmitt.fr";"https://www.schmitt.fr";"Distribution";"1545231.11";"2012-01-07";"True"
"Boyer Consulting SAS";"92871249752361";"928712497";"FR04928712497";"82 Rue du Commerce";"51100";"Reims";"France";"+33 4 66 64 61 43";"contact@boyer.fr";"https://www.boyer.fr";"Banque & Finance";"13489029.96";"2009-10-27";"True"
"Richard Digital SA";"54003179539007";"540031795";"FR39540031795";"43 Rue des Écoles";"68100";"Mulhouse";"France";"+33 2 90 24 88 88";"contact@richard.fr";"https://www.richard.fr";"Agroalimentaire";"6547845.19";"2000-11-22";"False"
"Dubois Group GIE";"19690810953684";"196908109";"FR62196908109";"142 Boulevard Haussmann";"49000";"Angers";"France";"+33 1 76 36 56 78";"contact@dubois.fr";"https://www.dubois.fr";"Télécommunications";"49262343.11";"2024-01-11";"True"
"Navarro Solutions SARL";"96037364531155";"960373645";"FR78960373645";"85 Rue du Commerce";"30000";"Nîmes";"France";"+33 2 80 41 11 14";"contact@navarro.fr";"https://www.navarro.fr";"Technologie";"37780578.41";"2023-08-15";"True"
"Masson Digital GIE";"14540335230571";"145403352";"FR01145403352";"78 Rue de la Paix";"76600";"Le Havre";"France";"+33 2 90 98 41 14";"contact@masson.fr";"https://www.masson.fr";"Immobilier";"37520778.07";"2016-12-12";"True"
"Bertrand Solutions GIE";"19117854220030";"191178542";"FR52191178542";"130 Place du Marché";"13001";"Marseille";"France";"+33 4 12 11 79 87";"contact@bertrand.fr";"https://www.bertrand.fr";"Industrie";"4868278.05";"2017-07-18";"True"
"Perrot Solutions GIE";"94264225852431";"942642258";"FR38942642258";"132 Place du Marché";"29200";"Brest";"France";"+33 1 48 45 68 35";"contact@perrot.fr";"https://www.perrot.fr";"Santé";"13287070.77";"2021-02-22";"True"
"Picard Industries SAS";"53629428183530";"536294281";"FR18536294281";"124 Rue Lafayette";"42000";"Saint-Étienne";"France";"+33 5 74 41 58 12";"contact@picard.fr";"https://www.picard.fr";"Éducation";"36405116.93";"2016-09-19";"True"
"Navarro Digital SAS";"34058351285743";"340583512";"FR78340583512";"102 Rue Victor Hugo";"75008";"Paris";"France";"+33 2 67 57 71 82";"contact@navarro.fr";"https://www.navarro.fr";"Santé";"32176646.39";"2014-11-29";"True"
"Dufour Technologies SAS";"70224614032184";"702246140";"FR88702246140";"126 Avenue Foch";"33000";"Bordeaux";"France";"+33 2 20 28 61 88";"contact@dufour.fr";"https://www.dufour.fr";"Éducation";"26217942.89";"2010-06-05";"True"
"Giraud Group SA";"43442221454285";"434422214";"FR68434422214";"10 Avenue Jean Jaurès";"06000";"Nice";"France";"+33 5 86 62 10 44";"contact@giraud.fr";"https://www.giraud.fr";"Télécommunications";"37776392.72";"2021-12-03";"True"
"Perrin Industries EURL";"44557087270472";"445570872";"FR54445570872";"124 Boulevard Gambetta";"17000";"La Rochelle";"France";"+33 5 20 23 64 99";"contact@perrin.fr";"https://www.perrin.fr";"Assurance";"18846733.92";"2000-08-11";"True"
"Rolland Conseil SAS";"31192185667357";"311921856";"FR81311921856";"10 Rue Jean Moulin";"69003";"Lyon";"France";"+33 4 73 31 90 77";"contact@rolland.fr";"https://www.rolland.fr";"Éducation";"7079282.92";"2018-10-03";"True"
"Henry Group SAS";"41592024098694";"415920240";"FR68415920240";"134 Avenue Jean Jaurès";"42000";"Saint-Étienne";"France";"+33 5 57 82 93 31";"contact@henry.fr";"https://www.henry.fr";"Industrie";"14580819.34";"2009-03-03";"True"
"Navarro Consulting SA";"74909602642930";"749096026";"FR44749096026";"119 Avenue Victor Hugo";"87000";"Limoges";"France";"+33 3 27 31 77 70";"contact@navarro.fr";"https://www.navarro.fr";"Technologie";"15952632.63";"2008-01-15";"True"
"Leroy Solutions SAS";"85319191834598";"853191918";"FR03853191918";"25 Rue des Écoles";"67000";"Strasbourg";"France";"+33 4 52 22 17 89";"contact@leroy.fr";"https://www.leroy.fr";"BTP";"29763277.6";"2002-12-29";"True"
"Gaillard Services SARL";"77519221711851";"775192217";"FR14775192217";"71 Rue Lafayette";"67000";"Strasbourg";"France";"+33 4 84 49 57 89";"contact@gaillard.fr";"https://www.gaillard.fr";"Luxe";"46721965.2";"2009-02-01";"True"
"Fournier Industries SAS";"40063218333373";"400632183";"FR19400632183";"145 Rue du Faubourg Saint-Honoré";"51100";"Reims";"France";"+33 2 76 85 92 59";"contact@fournier.fr";"https://www.fournier.fr";"Agroalimentaire";"28825220.03";"2012-06-08";"False"
"Pichon Partners GIE";"81779309572050";"817793095";"FR07817793095";"44 Rue de la Paix";"33000";"Bordeaux";"France";"+33 2 37 21 88 28";"contact@pichon.fr";"https://www.pichon.fr";"Industrie";"8324437.53";"2000-01-05";"True"
"Petit Consulting SARL";"96676132767630";"966761327";"FR95966761327";"121 Avenue Jean Jaurès";"29200";"Brest";"France";"+33 3 74 25 40 81";"contact@petit.fr";"https://www.petit.fr";"Luxe";"18927746.63";"2017-04-17";"True"
"Dumont Consulting SA";"44034600879558";"440346008";"FR80440346008";"55 Boulevard Saint-Germain";"13008";"Marseille";"France";"+33 3 28 65 81 66";"contact@dumont.fr";"https://www.dumont.fr";"Éducation";"34785477.75";"2011-03-28";"True"
"Gaillard Services SASU";"29113936913315";"291139369";"FR49291139369";"120 Rue Victor Hugo";"30000";"Nîmes";"France";"+33 3 64 37 88 81";"contact@gaillard.fr";"https://www.gaillard.fr";"Télécommunications";"19184625.04";"2008-01-11";"False"
"Bernard Digital SARL";"48761153878944";"487611538";"FR33487611538";"2 Avenue Foch";"67000";"Strasbourg";"France";"+33 3 52 22 57 42";"contact@bernard.fr";"https://www.bernard.fr";"Tourisme";"46086041.27";"2012-03-31";"True"
"Guérin Digital EURL";"52766493315756";"527664933";"FR13527664933";"65 Place de la Bastille";"78000";"Versailles";"France";"+33 1 83 13 70 87";"contact@guerin.fr";"https://www.guerin.fr";"BTP";"24565994.22";"2021-03-27";"True"
"Adam Consulting GIE";"96697209923616";"966972099";"FR68966972099";"95 Rue de la Paix";"75015";"Paris";"France";"+33 5 29 32 26 20";"contact@adam.fr";"https://www.adam.fr";"Conseil";"41719815.07";"2005-05-10";"True"
"Fleury & Associés EURL";"43740893322776";"437408933";"FR44437408933";"72 Boulevard de la Marne";"45000";"Orléans";"France";"+33 2 93 88 12 52";"contact@fleury.fr";"https://www.fleury.fr";"Agroalimentaire";"44897049.99";"2007-08-04";"False"
"Moulin Services EURL";"65441633811857";"654416338";"FR66654416338";"104 Rue du Commerce";"84000";"Avignon";"France";"+33 1 18 34 74 28";"contact@moulin.fr";"https://www.moulin.fr";"Immobilier";"4290038.14";"2019-11-21";"True"
"Perrot Consulting SARL";"53943047032671";"539430470";"FR70539430470";"1 Rue Lafayette";"93100";"Montreuil";"France";"+33 3 81 54 25 53";"contact@perrot.fr";"https://www.perrot.fr";"BTP";"28451845.96";"2003-11-11";"True"
"Schmitt Technologies SAS";"19723991033920";"197239910";"FR51197239910";"23 Boulevard Saint-Germain";"06400";"Cannes";"France";"+33 3 85 90 12 31";"contact@schmitt.fr";"https://www.schmitt.fr";"Technologie";"10954540.02";"2016-10-19";"True"
"Berger Solutions SARL";"99905296799245";"999052967";"FR48999052967";"49 Place du Marché";"93200";"Saint-Denis";"France";"+33 2 49 16 58 46";"contact@berger.fr";"https://www.berger.fr";"Énergie";"14020273.44";"2014-02-25";"True"
"Mercier Industries SA";"29017264848657";"290172648";"FR89290172648";"113 Place de la Bastille";"51100";"Reims";"France";"+33 1 72 55 84 56";"contact@mercier.fr";"https://www.mercier.fr";"Automobile";"38641290.16";"2023-06-18";"True"
"Dufour Conseil EURL";"13943970586706";"139439705";"FR31139439705";"40 Rue des Écoles";"69100";"Villeurbanne";"France";"+33 5 36 99 65 54";"contact@dufour.fr";"https://www.dufour.fr";"Transport";"10451603.19";"2022-08-06";"True"
"Rolland Solutions GIE";"19745012177275";"197450121";"FR87197450121";"54 Place de la Bastille";"64100";"Bayonne";"France";"+33 2 69 43 14 24";"contact@rolland.fr";"https://www.rolland.fr";"Tourisme";"32950775.84";"2008-05-12";"True"
"Schmitt Services SCI";"49973555983894";"499735559";"FR06499735559";"9 Avenue Jean Jaurès";"69100";"Villeurbanne";"France";"+33 1 90 55 11 30";"contact@schmitt.fr";"https://www.schmitt.fr";"Conseil";"23827246.51";"2015-02-07";"True"
"Lefebvre Services SARL";"42886095331331";"428860953";"FR91428860953";"140 Boulevard Saint-Germain";"80000";"Amiens";"France";"+33 1 66 88 68 85";"contact@lefebvre.fr";"https://www.lefebvre.fr";"Conseil";"36574647.45";"2021-03-30";"True"
"Faure Services EURL";"74525647754286";"745256477";"FR50745256477";"103 Rue Lafayette";"87000";"Limoges";"France";"+33 1 39 74 23 63";"contact@faure.fr";"https://www.faure.fr";"Conseil";"38726215.15";"2017-12-22";"True"
"Morel Conseil SCI";"42274828688230";"422748286";"FR37422748286";"135 Avenue Victor Hugo";"78000";"Versailles";"France";"+33 5 27 26 94 52";"contact@morel.fr";"https://www.morel.fr";"Banque & Finance";"48519223.88";"2013-11-15";"True"
"Vincent Services GIE";"59253989361903";"592539893";"FR19592539893";"118 Rue de la Paix";"44000";"Nantes";"France";"+33 2 35 32 48 49";"contact@vincent.fr";"https://www.vincent.fr";"Assurance";"9311223.48";"2009-02-13";"True"
"Berger Conseil SARL";"83520560582790";"835205605";"FR30835205605";"96 Rue de la Paix";"64100";"Bayonne";"France";"+33 4 30 54 22 70";"contact@berger.fr";"https://www.berger.fr";"Médias";"34370643.28";"2009-07-13";"False"
"Hubert Digital SASU";"85830235241816";"858302352";"FR67858302352";"25 Boulevard Voltaire";"64000";"Pau";"France";"+33 2 50 27 61 51";"contact@hubert.fr";"https://www.hubert.fr";"Transport";"41007574.7";"2019-01-17";"True"
"Aubert Services SAS";"62431814597802";"624318145";"FR71624318145";"7 Rue de la République";"06600";"Antibes";"France";"+33 5 32 40 57 56";"contact@aubert.fr";"https://www.aubert.fr";"Agroalimentaire";"25122650.98";"2000-01-27";"True"
"Jacquet Technologies SASU";"79318331740156";"793183317";"FR89793183317";"128 Avenue Victor Hugo";"31000";"Toulouse";"France";"+33 1 37 48 65 21";"contact@jacquet.fr";"https://www.jacquet.fr";"Agroalimentaire";"19264920.07";"2008-01-26";"True"
"Muller Group SA";"82506878773000";"825068787";"FR46825068787";"67 Rue du Commerce";"75015";"Paris";"France";"+33 2 30 60 97 76";"contact@muller.fr";"https://www.muller.fr";"Santé";"23299642.85";"2003-09-15";"True"
"Noel Group SAS";"96280551411602";"962805514";"FR24962805514";"82 Rue de Rivoli";"44000";"Nantes";"France";"+33 5 74 59 97 68";"contact@noel.fr";"https://www.noel.fr";"Technologie";"24358355.28";"2018-01-07";"True"
"Petit Group SA";"37772230293115";"377722302";"FR17377722302";"116 Boulevard Gambetta";"69003";"Lyon";"France";"+33 3 70 52 78 56";"contact@petit.fr";"https://www.petit.fr";"Santé";"39296186.72";"2019-01-08";"True"
"Robin Technologies GIE";"26147705110911";"261477051";"FR22261477051";"67 Avenue Victor Hugo";"21000";"Dijon";"France";"+33 5 88 68 65 16";"contact@robin.fr";"https://www.robin.fr";"BTP";"14157526.37";"2005-06-14";"True"
"Brunet & Associés SA";"74352377699966";"743523776";"FR80743523776";"65 Rue du Commerce";"30000";"Nîmes";"France";"+33 3 96 47 13 79";"contact@brunet.fr";"https://www.brunet.fr";"Immobilier";"9018536.2";"2016-01-04";"True"
"Arnaud Solutions SA";"78288122714668";"782881227";"FR56782881227";"29 Rue Nationale";"54000";"Nancy";"France";"+33 1 78 60 41 32";"contact@arnaud.fr";"https://www.arnaud.fr";"Assurance";"26795761.49";"2005-08-27";"True"
"Fleury Group SASU";"39495283755270";"394952837";"FR31394952837";"63 Rue Pierre Curie";"80000";"Amiens";"France";"+33 5 82 68 15 19";"contact@fleury.fr";"https://www.fleury.fr";"Agroalimentaire";"18702486.91";"2006-08-01";"True"
"Berger Technologies EURL";"51007595477191";"510075954";"FR09510075954";"21 Avenue Jean Jaurès";"06400";"Cannes";"France";"+33 3 64 61 12 33";"contact@berger.fr";"https://www.berger.fr";"Immobilier";"36107538.53";"2003-07-22";"True"
"Lemaire Industries SAS";"71299397144206";"712993971";"FR05712993971";"132 Rue des Écoles";"83000";"Toulon";"France";"+33 2 98 16 57 83";"contact@lemaire.fr";"https://www.lemaire.fr";"Éducation";"10838942.39";"2019-08-07";"True"
"Leclerc Conseil GIE";"39726951975740";"397269519";"FR27397269519";"12 Rue de la Gare";"84000";"Avignon";"France";"+33 4 33 96 46 44";"contact@leclerc.fr";"https://www.leclerc.fr";"Technologie";"20418421.31";"2000-11-02";"True"
"Lacroix Solutions SARL";"38674627370613";"386746273";"FR06386746273";"82 Rue du Faubourg Saint-Honoré";"54000";"Nancy";"France";"+33 2 38 12 51 38";"contact@lacroix.fr";"https://www.lacroix.fr";"Assurance";"30608175.32";"2020-08-30";"True"
"Fleury Services SCI";"68138601960992";"681386019";"FR51681386019";"143 Rue de la Paix";"87000";"Limoges";"France";"+33 3 53 50 54 66";"contact@fleury.fr";"https://www.fleury.fr";"Industrie";"23151182.83";"2022-05-20";"True"
"Caron Group SARL";"37454783762813";"374547837";"FR82374547837";"147 Boulevard Haussmann";"75015";"Paris";"France";"+33 4 81 54 20 36";"contact@caron.fr";"https://www.caron.fr";"Tourisme";"18522653.61";"2013-02-02";"True"
"Arnaud Digital EURL";"13174471730434";"131744717";"FR00131744717";"150 Boulevard Saint-Germain";"95100";"Argenteuil";"France";"+33 5 55 82 65 63";"contact@arnaud.fr";"https://www.arnaud.fr";"Technologie";"37594281.56";"2012-09-25";"True"
"Deschamps Group SARL";"67723577627261";"677235776";"FR48677235776";"32 Rue du Faubourg Saint-Honoré";"69100";"Villeurbanne";"France";"+33 4 37 37 24 83";"contact@deschamps.fr";"https://www.deschamps.fr";"Transport";"9013259.68";"2007-02-19";"True"
"Pichon Consulting SASU";"53864091556140";"538640915";"FR48538640915";"56 Rue du Commerce";"64000";"Pau";"France";"+33 5 45 50 56 90";"contact@pichon.fr";"https://www.pichon.fr";"Santé";"33245305.43";"2014-04-03";"True"
"Aubert Industries SASU";"53375515574858";"533755155";"FR50533755155";"119 Rue Lafayette";"64000";"Pau";"France";"+33 4 30 32 61 46";"contact@aubert.fr";"https://www.aubert.fr";"Technologie";"26680018.72";"2014-12-26";"True"
"Boulanger Technologies SARL";"51162260786042";"511622607";"FR70511622607";"108 Rue du Commerce";"93200";"Saint-Denis";"France";"+33 4 34 91 13 89";"contact@boulanger.fr";"https://www.boulanger.fr";"Distribution";"7014744.88";"2022-07-31";"False"
"Maillard Group SCI";"12451741352601";"124517413";"FR13124517413";"64 Boulevard Saint-Germain";"95100";"Argenteuil";"France";"+33 5 90 70 97 21";"contact@maillard.fr";"https://www.maillard.fr";"Automobile";"1233703.82";"2017-06-18";"True"
"Mercier Conseil GIE";"59152561458373";"591525614";"FR72591525614";"62 Boulevard Saint-Germain";"06400";"Cannes";"France";"+33 4 35 51 26 47";"contact@mercier.fr";"https://www.mercier.fr";"Assurance";"44732838.33";"2009-04-14";"True"
"Brunet Partners SARL";"57636898941704";"576368989";"FR14576368989";"119 Boulevard Gambetta";"34000";"Montpellier";"France";"+33 1 87 52 30 41";"contact@brunet.fr";"https://www.brunet.fr";"BTP";"36130108.54";"2003-02-18";"True"
"Robert Group EURL";"65809611971631";"658096119";"FR33658096119";"19 Avenue de Verdun";"69100";"Villeurbanne";"France";"+33 4 43 78 25 87";"contact@robert.fr";"https://www.robert.fr";"Médias";"35766734.34";"2019-09-02";"True"
"Berger Solutions SAS";"97151586062218";"971515860";"FR38971515860";"11 Rue Nationale";"06400";"Cannes";"France";"+33 4 75 90 93 66";"contact@berger.fr";"https://www.berger.fr";"Conseil";"39392434.13";"2004-08-24";"True"
"Rousseau Partners GIE";"90914805724651";"909148057";"FR26909148057";"44 Rue Nationale";"06400";"Cannes";"France";"+33 4 94 53 28 41";"contact@rousseau.fr";"https://www.rousseau.fr";"Éducation";"10583240.71";"2004-05-10";"True"
